date,dining_revenue,non_dining_revenue,ppc_spend,meta_spend
29/09/2023,15329.88,3012940.83,0,0
30/09/2023,15299.08,6057476.77,0,0
01/10/2023,26798.02,7190950.59,0,0
02/10/2023,12099.96,3810913.12,0,0
03/10/2023,14299.66,3713495.89,0,0
04/10/2023,8864.4,2988309.38,0,0
05/10/2023,16163.8,2938849.46,0,0
06/10/2023,9850,3240956.16,0,0
07/10/2023,11748,5888248.35,0,0
08/10/2023,16563.96,6451202.96,0,0
09/10/2023,15040.08,3670903.08,0,0
10/10/2023,9327,3236097.93,0,0
11/10/2023,7938,2929303.32,0,0
12/10/2023,13131.88,3005309.624,0,0
13/10/2023,11418.3,3212613.01,0,0
14/10/2023,19756.8,6639636.74,0,0
15/10/2023,17826,6940082.03,0,0
16/10/2023,21587.6,4638584.79,0,0
17/10/2023,10006.28,4291590.81,0,0
18/10/2023,20848.8,2476208.78,0,0
19/10/2023,14884.6,2527805.46,0,0
20/10/2023,16688.88,2637437.79,0,0
21/10/2023,26269.88,5648507.14,0,0
22/10/2023,24704,5764168.74,0,0
23/10/2023,14406.4,3572498.63,0,0
24/10/2023,26873.24,3114419.048,0,0
25/10/2023,19157.28,2927482.94,0,0
26/10/2023,22192.76,2823998.07,0,0
27/10/2023,13660.76,2978622.336,0,0
28/10/2023,21427.82,5149354.27,0,0
29/10/2023,31787.88,5705742.59,0,0
30/10/2023,24075.28,3740860.49,0,0
31/10/2023,26947.92,3030806.72,0,0
01/11/2023,19170,2808813.958,0,0
02/11/2023,21650.052,3010531.29,0,0
03/11/2023,16261.32,3195049.64,0,0
04/11/2023,34389.05,5954442.06,0,0
05/11/2023,23155.8,6288595.73,0,0
06/11/2023,18313.92,3699278.45,0,0
07/11/2023,18244.16,3140767.416,0,0
08/11/2023,20655.12,2804268.662,0,0
09/11/2023,11563.7,2920503.31,0,0
10/11/2023,16060.8,3206751.41,0,0
11/11/2023,28790.44,5858027.89,0,0
12/11/2023,29731.08,6201605.65,0,0
13/11/2023,24663.14,4164618.81,0,0
14/11/2023,15509.28,3535895.94,0,0
15/11/2023,24485.6,2662759.95,0,0
16/11/2023,20161.76,2455591.53,0,0
17/11/2023,15292.76,2930254.61,0,0
18/11/2023,37484.63,5739403.484,0,0
19/11/2023,30015.28,5905155.85,0,0
20/11/2023,17402.76,3504747.9,0,0
21/11/2023,21548.7,3282951.89,0,0
22/11/2023,11550.88,2393115.094,0,0
23/11/2023,21526,2434005.01,0,0
24/11/2023,22795.6,3392621.73,0,0
25/11/2023,23731.88,4626958.8,0,0
26/11/2023,31066.24,5252128.74,0,0
27/11/2023,20200,3524616.67,0,0
28/11/2023,22686.12,2886778.934,0,0
29/11/2023,24503.4,2825236.81,0,0
30/11/2023,17541,1341129.4,0,0
01/12/2023,12351.45,1338655.43,0,0
02/12/2023,13391.64,2278526.65,0,0
03/12/2023,15823.92,2395266.07,0,0
04/12/2023,13286.88,1519913.45,0,0
05/12/2023,3952.28,1297360.94,0,0
06/12/2023,8483,1120644.56,0,0
07/12/2023,10152.28,975789.23,0,0
08/12/2023,12724.96,1208619.47,0,0
09/12/2023,9485.28,2072933.55,0,0
10/12/2023,12688.88,2150165.78,0,0
11/12/2023,12092.65,1385163.22,0,0
12/12/2023,5263.2,1155778.45,0,0
13/12/2023,11487.8,1149355.2,0,0
14/12/2023,8360.85,1016862.85,0,0
15/12/2023,7481,1019954.73,0,0
16/12/2023,1319,1565934.92,0,0
17/12/2023,6455.04,1515697.27,0,0
18/12/2023,6046.88,1066299.01,0,0
19/12/2023,1209.15,882654.18,0,0
20/12/2023,3488.3,1377594.75,0,0
21/12/2023,12310.88,1577804,0,0
22/12/2023,9524.04,1578456.25,0,0
23/12/2023,8468,786294.6,0,0
24/12/2023,5547,718886.6,0,0
25/12/2023,1923,631512.6,0,0
26/12/2023,40413.52,9374076.7,0,0
27/12/2023,35746.96,9408960.34,0,0
28/12/2023,35762,9441286.1,0,0
29/12/2023,28036.76,9228548.68,0,0
30/12/2023,21744.18,10163822.09,0,0
31/12/2023,22463.08,7983913.164,0,0
01/01/2024,26624.88,7601641.35,0,0
02/01/2024,19241,8249055.474,0,0
03/01/2024,26260.04,6879199.9,0,0
04/01/2024,26570.88,5032442.01,0,0
05/01/2024,11713.86,5281852.9,0,0
06/01/2024,20845.4,10160456.11,0,0
07/01/2024,37818.88,10526182.59,0,0
08/01/2024,28854.04,5949642.47,0,0
09/01/2024,24508.86,5620651.88,0,0
10/01/2024,19485.45,5783712.5,0,0
11/01/2024,10366.4,2530291.46,0,0
12/01/2024,9843.68,2913433.52,0,0
13/01/2024,21179.44,6834398.722,0,0
14/01/2024,20926,6554117.914,0,0
15/01/2024,15231.48,3932712.52,0,0
16/01/2024,7642,3373060.38,0,0
17/01/2024,16380.92,3422224.23,0,0
18/01/2024,2022,2237602.54,0,0
19/01/2024,7072,2415920.738,0,0
20/01/2024,16142,5495486.81,0,0
21/01/2024,13630.2,5632956.76,0,0
22/01/2024,10174,2973137.874,0,0
23/01/2024,7904,2643881.44,0,0
24/01/2024,9789.56,2839314.98,0,0
25/01/2024,18144.3,2110156.02,0,0
26/01/2024,16167.88,2596539.43,0,0
27/01/2024,16590,5470433.022,0,0
28/01/2024,13573.28,5672711.45,0,0
29/01/2024,15327.34,3202966.14,0,0
30/01/2024,7389.14,2920637.06,0,0
31/01/2024,10832,3100788.45,0,0
01/02/2024,12429.8,2198588.83,0,0
02/02/2024,13275.744,2468255.16,0,0
03/02/2024,21859.16,5145799.18,0,0
04/02/2024,16779.16,5509104.76,0,0
05/02/2024,10970.42,3094692.23,0,0
06/02/2024,18460.61,2864862.564,0,0
07/02/2024,13652,3041358.88,0,0
08/02/2024,8165,1947226.41,0,0
09/02/2024,14264,2244529.24,0,0
10/02/2024,18919.76,4398016.66,0,0
11/02/2024,19954.28,4700287.88,0,0
12/02/2024,10899.28,2839258.2,0,0
13/02/2024,18242.88,2367709.62,0,0
14/02/2024,18346.6,2376759.46,0,0
15/02/2024,6265,2274083.61,0,0
16/02/2024,9004.24,2410235.78,0,0
17/02/2024,12821,4457695.85,0,0
18/02/2024,11053.44,4910817.33,0,0
19/02/2024,6647.6,2855285.4,0,0
20/02/2024,13018.88,2493513.35,0,0
21/02/2024,13337.76,2626665.52,0,0
22/02/2024,8305,2310626.21,0,0
23/02/2024,3092.8,2419395.176,0,0
24/02/2024,12868,4888989.19,0,0
25/02/2024,16626,5219197.93,0,0
26/02/2024,11311,3328613.9,0,0
27/02/2024,8719.56,3274831.8,0,0
28/02/2024,15071.68,3762404.96,0,0
29/02/2024,8127,1797202.44,0,0
01/03/2024,7661.4,1768504.794,0,0
02/03/2024,24327.28,4097494.53,0,0
03/03/2024,14970.8,4135534.46,0,0
04/03/2024,15693.88,2264327.26,0,0
05/03/2024,6297,1957188.79,0,0
06/03/2024,8299,1808368.07,0,0
07/03/2024,3345,1735789.23,0,0
08/03/2024,18069.4,1881503.26,0,0
09/03/2024,13895.78,3699781.37,0,0
10/03/2024,11387.8,3301533.28,0,0
11/03/2024,11048.6,2197441.748,274.93,0
12/03/2024,5720,1876914.858,387.49,0
13/03/2024,10177.88,2127358.52,387.73,0
14/03/2024,2706,1883307.44,688.91,0
15/03/2024,4383,2123005.98,549.67,0
16/03/2024,15425,3913270.46,712.08,0
17/03/2024,3635,4175738.1,777.14,0
18/03/2024,16257.88,2567880.57,528.95,0
19/03/2024,4474,2155861.53,607.93,0
20/03/2024,6979.24,1861697.3,859.41,0
21/03/2024,23326.32,1902139.73,1246.59,224.24
22/03/2024,9249.88,2075620.4,1218.88,305.84
23/03/2024,10565,4218120.44,1439.46,324.81
24/03/2024,11879,4078826.22,1212.42,333.76
25/03/2024,12735,2394013.84,1369.67,292.35
26/03/2024,5976.3,2282574.1,1499.51,310.89
27/03/2024,9258,2406344.68,1499.99,311.17
28/03/2024,1062,2728562.434,1657.51,247.87
29/03/2024,17117.48,5651194.91,1990.77,305.7
30/03/2024,11928.88,5777257.69,1749.43,319.09
31/03/2024,13786,1860696.4,1785.63,316.56
01/04/2024,32607.28,9720715.61,1846.42,312.08
02/04/2024,17889.6,4562263.78,1691.95,298.21
03/04/2024,12890,4300253.86,1320.69,285.44
04/04/2024,15583.52,3010705.42,931.47,293.86
05/04/2024,10484,2973088.79,1033.39,291.25
06/04/2024,16041.76,5078014.27,1919.7,298.64
07/04/2024,21670.04,5363908.28,2010.31,280.03
08/04/2024,18110,3751956.32,1137.3,175.34
09/04/2024,10406,3378999.19,1076.77,271.41
10/04/2024,8332,2276676.484,1059.17,249.91
11/04/2024,5824.7,2378007.21,1110.72,258.99
12/04/2024,4961,2553965.66,872.07,260.24
13/04/2024,19207,4685056.05,1221.98,271.94
14/04/2024,19841.28,5102137.78,1547.13,283.78
15/04/2024,11299,3537167.3,876.15,298.79
16/04/2024,9279,3303333.52,849.45,229.61
17/04/2024,9230,1686599.66,647.95,242.08
18/04/2024,20711.84,1659883.56,756.14,250.89
19/04/2024,12734.8,1853988.2,864.06,254.16
20/04/2024,14475,3470569.28,1269.46,268.93
21/04/2024,6114.68,3378259.134,1502.42,279.12
22/04/2024,5875.76,2191160.29,1016.97,248.05
23/04/2024,7884.76,1998151.09,912.92,258.46
24/04/2024,13015,1697718.45,541.14,249.63
25/04/2024,6585.76,1723377.91,655.56,253.02
26/04/2024,11718,2039795.61,419.97,255.75
27/04/2024,10638.68,3914152.63,568.03,256.67
28/04/2024,10812.12,4085826.04,537.48,235.02
29/04/2024,9412.88,2400056.37,416.2,208.13
30/04/2024,8702,1994674.5,448.59,246.2
01/05/2024,7285.88,2089833.26,475.35,257.57
02/05/2024,12541.88,1954685.91,739.36,264.38
03/05/2024,8828.88,2293427.8,698.92,272.58
04/05/2024,9928.16,3976231.31,776.81,272.5
05/05/2024,13637,3764093.77,973.08,285.11
06/05/2024,30328.2,6311853.39,1589.81,271.82
07/05/2024,11157.28,2466401.95,892.46,262.85
08/05/2024,7700,2290534.62,945.48,256.36
09/05/2024,10846,1522863.83,1131.58,243.54
10/05/2024,15083.28,1654479.89,1087.07,243.3
11/05/2024,13205.56,2473783.83,1205.55,278.8
12/05/2024,9006.64,2736309.71,1406.85,277.08
13/05/2024,11727.64,1974941.08,708.13,239.92
14/05/2024,6151,1886654.678,474.02,250.66
15/05/2024,14380.76,1826121.61,437.66,259.96
16/05/2024,9373,1701868.25,316.96,258.42
17/05/2024,13931,1696160.35,264.03,259.39
18/05/2024,17696.12,3394843.21,408.8,267.86
19/05/2024,11040.24,2906678.81,535.15,264.94
20/05/2024,9004,1887055.86,291.65,265.95
21/05/2024,10313.15,1771041.25,258.02,262.87
22/05/2024,5456,1766666.69,210.61,252.65
23/05/2024,8178.672,1945745.96,196.24,252.1
24/05/2024,14491.8,2286138.82,210.27,251.35
25/05/2024,12142.48,3877917.89,271.68,268.77
26/05/2024,12156.52,4677885.32,353.15,267.46
27/05/2024,15713.16,7119757.53,410.74,256.16
28/05/2024,7609,3692389.31,241.25,232.81
29/05/2024,10712.76,3372867.27,192.51,230.45
30/05/2024,4840,2300381.16,183.39,241.41
31/05/2024,10695,2372674.98,161.13,243.03
01/06/2024,11977,4111160.3,212.12,243.2
02/06/2024,4485.88,4254569.77,338.29,210.06
03/06/2024,9602,3345580.68,18.77,169.97
04/06/2024,12106,3459491.93,0,247.98
05/06/2024,10457,1662835.27,0,247.27
06/06/2024,10709.52,1687313.56,0,254.5
07/06/2024,5396.24,1634658.66,0,240.58
08/06/2024,13422.82,3298130.33,0,250.41
09/06/2024,17930.88,3640740.4,0,258.01
10/06/2024,13663.06,2246184.41,0,246.58
11/06/2024,6439,1978396.12,0,238.78
12/06/2024,8633,1706600.57,0,237.72
13/06/2024,3425,1743114.79,0,234.07
14/06/2024,5878,1938316.28,0,230.06
15/06/2024,4346.8,3694873.7,0,243.49
16/06/2024,14340.96,3010402.71,0,250.41
17/06/2024,7562,2120898.63,0,231.89
18/06/2024,3430.88,1292618.45,0,228.86
19/06/2024,3998,2245364.08,0,227.76
20/06/2024,4651.08,1765068.6,0,223.71
21/06/2024,8207.4,1735891.16,0,224.98
22/06/2024,7890.88,3410818.84,0,227.54
23/06/2024,5190.88,3080995.32,0,238.18
24/06/2024,11972,2060666.66,0,203.55
25/06/2024,8120.76,1744711.69,0,195.49
26/06/2024,6781,1503275.34,0,0
27/06/2024,4247.76,1659175.39,0,0
28/06/2024,6065.32,2052529.13,0,0
29/06/2024,8843.03,3680253.06,0,0
30/06/2024,17919,3799726.82,0,0
01/07/2024,10584.45,2387100.06,0,0
02/07/2024,18798,2182900.744,0,0
03/07/2024,10028,2431598.86,0,0
04/07/2024,10787.272,2145433.3,0,0
05/07/2024,5482,2257208.17,0,0
06/07/2024,11637.504,4111256.86,0,0
07/07/2024,13389.64,4838361.15,0,0
08/07/2024,10287.16,2716855.14,0,0
09/07/2024,9798,2448286.12,0,0
10/07/2024,10972,2220363.75,0,0
11/07/2024,16666,2181669.44,0,0
12/07/2024,10256,2449112.44,0,0
13/07/2024,15680.44,4544219.1,0,0
14/07/2024,15067,4272580.92,0,0
15/07/2024,10402.2,3134124.92,0,0
16/07/2024,13816.76,2952033.45,0,0
17/07/2024,8988.8,2196662.7,0,0
18/07/2024,10335,2052632.19,0,0
19/07/2024,7953,1966561.24,0,0
20/07/2024,8212,4052901.77,0,0
21/07/2024,8064,4382048.79,0,0
22/07/2024,15081.88,2987335.02,0,0
23/07/2024,5787,2715498.16,0,0
24/07/2024,5257,2208412.67,0,0
25/07/2024,6309.32,2370840.21,0,0
26/07/2024,3955.88,2394627.45,0,0
27/07/2024,9559,4169926.01,0,0
28/07/2024,11370.88,4031821.25,0,0
29/07/2024,12524.88,2632174.77,0,0
30/07/2024,2808.3,2302932.77,0,0
31/07/2024,12515,2031144.49,0,0
01/08/2024,9640.4,2136451.276,0,0
02/08/2024,4329.2,2259340.45,0,0
03/08/2024,13350.88,3991488.144,0,0
04/08/2024,11430,4618547.9,0,0
05/08/2024,9445.44,3274315.38,0,0
06/08/2024,4602,2809001.04,0,0
07/08/2024,5210,2605788.43,0,0
08/08/2024,7294.2,2792457.08,0,0
09/08/2024,11917.02,2597552.39,0,0
10/08/2024,3432,4466250.45,0,0
11/08/2024,6521,4135012.45,0,0
12/08/2024,11118.88,2754173.61,0,0
13/08/2024,2965,2418950.38,0,0
14/08/2024,9228.88,2812312.97,0,0
15/08/2024,19994.76,3103298.44,0,0
16/08/2024,3856.9,2995768.53,0,0
17/08/2024,17882.64,5044251.93,0,0
18/08/2024,18140.5,5606067.714,0,0
19/08/2024,11024.88,4162257.38,0,0
20/08/2024,15793.04,3853746.25,0,0
21/08/2024,11591.48,3765291.49,0,0
22/08/2024,11850,3518041.23,0,0
23/08/2024,7112,4180692.33,0,0
24/08/2024,17433,7405264.7,0,0
25/08/2024,20103.88,7379692.81,0,0
26/08/2024,30535.88,10905850.25,0,0
27/08/2024,9601,5961560.93,0,0
28/08/2024,15549.28,6096034.68,0,0
29/08/2024,14623.96,2529208.96,0,0
30/08/2024,8757,2700883.798,0,0
31/08/2024,19770.88,4554838.16,0,0
01/09/2024,11633.6,5507405.35,0,0
02/09/2024,10064.52,4373392.67,0,0
03/09/2024,21645.04,4084522.91,0,0
04/09/2024,9997.88,2105103.06,0,0
05/09/2024,10469.64,2287164.86,0,0
06/09/2024,6213,2387821.27,0,0
07/09/2024,26361.28,4991300.28,0,0
08/09/2024,14091.88,5827214.6,0,0
09/09/2024,9003,3270397.98,0,0
10/09/2024,11573.2,2818117.27,0,0
11/09/2024,8572,2764288.51,0,0
12/09/2024,9834,2588297.18,0,0
13/09/2024,2145,3028243.838,0,0
14/09/2024,15448.68,5582096.87,0,0
15/09/2024,12406.4,5932573.16,0,0
16/09/2024,6685,3174824.77,0,0
17/09/2024,9166,2558351.94,0,0
18/09/2024,3661.08,2849622.47,0,0
19/09/2024,13725,2959579.43,0,0
20/09/2024,12982.16,3557753.134,0,0
21/09/2024,17719.6,6690052.708,0,0
22/09/2024,25478,7700802.51,0,0
23/09/2024,12280,4569870.78,0,0
24/09/2024,15342,3964625.8,0,0
25/09/2024,18809.6,3497105.75,0,0
26/09/2024,9669.88,3281799.1,0,0
27/09/2024,11280,4023097.64,0,0
28/09/2024,16923.56,7466103.25,0,0
29/09/2024,27213.64,8640901.3,0,0
30/09/2024,12671,5805441.5,0,0
01/10/2024,19474,5356119.77,0,0
02/10/2024,10881,3043183.4,0,0
03/10/2024,8932.48,3035022.41,0,0
04/10/2024,8791,3292073.69,0,0
05/10/2024,9609.44,6731377.42,0,0
06/10/2024,13268.64,7941800.8,0,0
07/10/2024,16793.32,4678093.17,0,0
08/10/2024,3828,3325547.25,0,0
09/10/2024,10926,2794436.16,0,0
10/10/2024,11481.96,2695036.75,0,0
11/10/2024,6919.8,3036953.62,0,0
12/10/2024,18682.56,6749541.77,0,0
13/10/2024,21962.08,6920331.44,0,0
14/10/2024,11330.88,4042235.78,0,0
15/10/2024,20095.08,3644946.63,0,0
16/10/2024,9517,2715202.8,0,0
17/10/2024,13948.08,2540367.4,0,0
18/10/2024,4100,2913870.234,0,0
19/10/2024,9990.28,5808872.464,0,0
20/10/2024,15882,6618536.13,0,0
21/10/2024,16286,3951917.64,0,0
22/10/2024,12767.68,3478534.19,0,0
23/10/2024,14668.84,2704519.744,0,0
24/10/2024,15318.6,2911686.27,0,0
25/10/2024,18141.2,3005957.71,0,0
26/10/2024,23155,5891145.79,0,0
27/10/2024,16414.84,6412404.02,0,0
28/10/2024,18230.88,4323499.72,0,0
29/10/2024,27924.16,3830457.2,0,0
30/10/2024,21112.88,3089730.7,0,0
31/10/2024,5925.8,2970579.58,0,0
01/11/2024,18133.52,3653462.99,0,0
02/11/2024,12991.88,6186862.73,0,0
03/11/2024,12063.88,6827980.21,0,0
04/11/2024,19276.52,4180378.84,0,0
05/11/2024,9415,3450094.42,0,0
06/11/2024,15324.88,3115352.12,0,0
07/11/2024,9261.88,2926227.66,0,0
08/11/2024,11804,3357516.2,0,0
09/11/2024,18235.44,6287687.932,0,0
10/11/2024,20175.16,7206826.25,0,0
11/11/2024,12273,4412347.5,0,0
12/11/2024,15669.28,3155724.43,0,0
13/11/2024,14801,2362316.64,0,0
14/11/2024,9017.4,2471467.62,0,0
15/11/2024,12133.04,2858141.35,0,0
16/11/2024,23602.62,5440056.11,0,0
17/11/2024,17465.4,5855853.29,0,0
18/11/2024,21407.64,3843158.49,0,0
19/11/2024,14926.48,3198904.62,0,0
20/11/2024,12404,2864858.3,0,0
21/11/2024,9820,2676322.098,0,0
22/11/2024,22785.04,3324846.2,0,0
23/11/2024,33905.88,5193084.92,0,0
24/11/2024,28313.16,5780035.324,0,0
25/11/2024,21111.4,3432827.254,0,0
26/11/2024,18180.4,2827107.53,0,0
27/11/2024,22990.5,2848295.87,0,0
28/11/2024,16873.88,2600321.63,0,0
29/11/2024,21106.93,3762511.41,0,0
30/11/2024,24269.88,5152413.404,0,0
01/12/2024,27251.54,5607638.82,0,0
02/12/2024,17715,3794315.72,0,0
03/12/2024,26818.96,3324486.51,0,0
04/12/2024,18754.3,3608885.12,0,0
05/12/2024,5723,1078812.55,0,0
06/12/2024,744,1499878.95,0,0
07/12/2024,6341,2150024.01,0,0
08/12/2024,6486.88,2359794.83,0,0
09/12/2024,4829,1518808.53,0,0
10/12/2024,994,1212053.74,0,0
11/12/2024,11936,1160173.95,0,0
12/12/2024,2446,1103293.41,0,0
13/12/2024,7385.04,1122736.96,0,0
14/12/2024,8845,1626631.23,0,0
15/12/2024,7925,1670547.44,0,0
16/12/2024,1264,1218768.26,0,0
17/12/2024,2591,1033707.27,0,0
18/12/2024,2071.28,834735.55,0,0
19/12/2024,4510,1692586.23,0,0
20/12/2024,7814,1446885.67,0,0
21/12/2024,10961.88,2320495.81,0,0
22/12/2024,6845,2222646.82,0,0
23/12/2024,8792.88,754667.6,0,0
24/12/2024,0,483770.8,0,0
25/12/2024,2944,644037.6,0,0
26/12/2024,31305.36,8764965.806,0,0
27/12/2024,16404.36,9468789.74,0,0
28/12/2024,26996.2,10505846.55,0,0
29/12/2024,23783.2,9778452.384,0,0
30/12/2024,23855.27,10229467.18,0,0
31/12/2024,14291,7095944.992,0,0
01/01/2025,24214.7,7918303.58,0,0
02/01/2025,18930,9780049.54,0,0
03/01/2025,22018.66,6703492.57,0,0
04/01/2025,20720.76,10954484.52,0,0
05/01/2025,25650,9172449.77,0,0
06/01/2025,14235.48,5486812.528,0,0
07/01/2025,17607.25,4997207.91,0,0
08/01/2025,23712.2,5082660.04,0,0
09/01/2025,10247.24,3428919.382,0,0
10/01/2025,17917,3905939.24,0,0
11/01/2025,14012,9058457.25,0,0
12/01/2025,21362.64,8839043.18,0,0
13/01/2025,13367.28,4533893.76,0,0
14/01/2025,19643.64,4405662.24,0,0
15/01/2025,24806.96,4810473.53,0,0
16/01/2025,7264,2899319.2,0,0
17/01/2025,16193.88,3189667.01,0,0
18/01/2025,9612.64,6940458.44,0,0
19/01/2025,35145.04,7204201.14,0,0
20/01/2025,8999,3856545.32,0,0
21/01/2025,13233,3618808.02,0,0
22/01/2025,10440.72,3644820.27,0,0
23/01/2025,7536.76,2588311.63,0,0
24/01/2025,13950,2889296.266,0,0
25/01/2025,22306.44,6442793.08,0,0
26/01/2025,26752,7003378.06,0,0
27/01/2025,6879.6,3845677.66,0,0
28/01/2025,8459,3846393.02,0,0
29/01/2025,11292.38,3479112.06,0,0
30/01/2025,6075,2638595.94,0,0
31/01/2025,9519.97,3000440.12,0,0
01/02/2025,20758.28,5912602.84,0,0
02/02/2025,21722.12,6103204.45,0,0
03/02/2025,15913.8,3389569.73,0,0
04/02/2025,15155.4,2877672.29,0,0
05/02/2025,12385.88,2898362.3,0,0
06/02/2025,17680.78,2727387.65,0,0
07/02/2025,12785.38,2978947.54,0,0
08/02/2025,14684.46,6248380.884,0,0
09/02/2025,9879,6424321.34,0,0
10/02/2025,19738.4,3609277.73,0,0
11/02/2025,19938.52,3232412.05,0,0
12/02/2025,13663.6,3397656.74,0,0
13/02/2025,5837.76,2470674.18,0,0
14/02/2025,5513,2656373.79,0,0
15/02/2025,10063,5602543.77,0,0
16/02/2025,9633.88,5794243.93,0,0
17/02/2025,8266,3528753.4,0,0
18/02/2025,10823.064,2942508.84,0,0
19/02/2025,10920,3006788.55,0,0
20/02/2025,11492,2917786.01,0,0
21/02/2025,10050.83,3410441.78,0,0
22/02/2025,19028.76,5650772.78,0,0
23/02/2025,13991.12,5970761.26,0,0
24/02/2025,7374,3459962.36,0,0
25/02/2025,3342.2,3085142.3,0,0
26/02/2025,10331,3006141.58,0,0
27/02/2025,10487.28,2688324.88,0,0
28/02/2025,13760.12,3403251.49,0,0
01/03/2025,14845.36,6346635.27,0,0
02/03/2025,15569,7153030.36,0,0
03/03/2025,14815.88,4870849.46,0,0
04/03/2025,16007.76,4439401.78,0,0
05/03/2025,8619.4,2045967.34,0,0
06/03/2025,5852.88,2055517.7,0,0
07/03/2025,3320,2290863.53,0,0
08/03/2025,15500.4,4647743.874,0,0
09/03/2025,12779.76,4454901.36,0,0
10/03/2025,11173.84,2870765.84,0,0
11/03/2025,6397,2389764.61,0,0
12/03/2025,11522,2505805.06,0,0
13/03/2025,4981,2443166.95,0,0
14/03/2025,7825,2615184.92,0,0
15/03/2025,21834,5410743.84,0,0
16/03/2025,18789.76,5736407.95,0,0
17/03/2025,12682.88,3440405.49,0,0
18/03/2025,5044.88,3188825.86,0,0
19/03/2025,9762.64,2005424.2,0,0
20/03/2025,11837.88,1931310.95,0,0
