date,dining_revenue,non_dining_revenue,ppc_spend,meta_spend
18/04/2024,11732.71861,982742.0296,756.14,250.89
19/04/2024,7213.932948,1080084.948,864.06,254.16
20/04/2024,8367.052023,2037187.678,1269.46,268.93
21/04/2024,3605.187052,1949707.153,1502.42,279.12
22/04/2024,3328.465202,1279233.116,1016.97,248.05
23/04/2024,4648.818035,1200060.712,912.92,258.46
24/04/2024,7447.890173,964005.2954,541.14,249.63
25/04/2024,3768.729711,1024913.899,655.56,253.02
26/04/2024,6908.878613,1164904.82,419.97,255.75
27/04/2024,6149.526012,2300291.808,568.03,256.67
28/04/2024,6187.282543,2412796.806,537.48,235.02
29/04/2024,5549.79052,1376705.292,416.2,208.13
30/04/2024,5130.65896,1188877.509,448.59,246.2
01/05/2024,4211.491329,1222785.699,475.35,257.57
02/05/2024,7177.145202,1147584.919,739.36,264.38
03/05/2024,5103.398844,1365526.632,698.92,272.58
04/05/2024,5796.209017,2324208.272,776.81,272.5
05/05/2024,7803.83237,2249158.335,973.08,285.11
06/05/2024,17706.05896,3667298.311,1589.81,271.82
07/05/2024,6320.308902,1469541.623,892.46,262.85
08/05/2024,4361.849711,1330697.468,945.48,256.36
09/05/2024,6206.67052,874521.8806,1131.58,243.54
10/05/2024,8805.845549,940978.377,1087.07,243.3
11/05/2024,7556.93896,1428682.152,1205.55,278.8
12/05/2024,5154.088786,1590427.624,1406.85,277.08
13/05/2024,6643.403006,1141892.003,708.13,239.92
14/05/2024,3519.936416,1092066.241,474.02,250.66
15/05/2024,8395.703815,1055198.43,437.66,259.96
16/05/2024,5526.277457,976030.2919,316.96,258.42
17/05/2024,7891.549133,976049.1555,264.03,259.39
18/05/2024,10228.9711,2002189.164,408.8,267.86
19/05/2024,6317.825202,1673902.227,535.15,264.94
20/05/2024,5100.531792,1114099.743,291.65,265.95
21/05/2024,6020.971965,1047401.672,258.02,262.87
22/05/2024,3216.83237,1071664.409,210.61,252.65
23/05/2024,4774.83163,1138054.312,196.24,252.1
24/05/2024,8544.298266,1346840.566,210.27,251.35
25/05/2024,7159.150058,2296990.392,271.68,268.77
26/05/2024,7026.890173,2791545.386,353.15,267.46
27/05/2024,8901.096416,4118934.589,410.74,256.16
28/05/2024,4486.231214,2196738.312,241.25,232.81
29/05/2024,6068.499884,1928582.373,192.51,230.45
30/05/2024,2825.66474,1314911.295,183.39,241.41
31/05/2024,6243.901734,1362923.376,161.13,243.03
01/06/2024,7061.583815,2384448.534,212.12,243.2
02/06/2024,2592.99422,2482348.283,338.29,210.06
03/06/2024,5661.294798,1985494.077,18.77,169.97
04/06/2024,6927.710983,1975701.611,0,247.98
05/06/2024,5984.063584,977739.2631,0,247.27
06/06/2024,6066.664509,972615.7145,0,254.5
07/06/2024,3150.406012,961437.1214,0,240.58
08/06/2024,7603.678382,1958916.208,0,250.41
09/06/2024,10364.67052,2122667.353,0,258.01
10/06/2024,7818.745318,1334342.427,0,246.58
11/06/2024,3759.184971,1185444.59,0,238.78
12/06/2024,4990.17341,1020832.145,0,237.72
13/06/2024,1999.566474,1004028.008,0,234.07
14/06/2024,3397.687861,1123599.687,0,230.06
15/06/2024,2562.853179,2175488.192,0,243.49
16/06/2024,8372.467977,1751108.503,0,250.41
17/06/2024,4283.676301,1211971.319,0,231.89
18/06/2024,1963.335954,761951.8523,0,228.86
19/06/2024,2357.202312,1305794.023,0,227.76
20/06/2024,2715.370405,1026491.286,0,223.71
21/06/2024,4696.720231,1002976.531,0,224.98
22/06/2024,4469.978266,2002360.601,0,227.54
23/06/2024,2940.498497,1755329.164,0,238.18
24/06/2024,6851.028902,1189501.401,0,203.55
25/06/2024,4600.199306,992446.9573,0,195.49
26/06/2024,3958.849711,878874.1252,0,0
27/06/2024,2504.459653,967889.5975,0,0
28/06/2024,3541.024971,1217619.475,0,0
29/06/2024,5111.578035,2152785.954,0,0
30/06/2024,10564.95954,2219306.925,0,0
01/07/2024,6179.360983,1389297.723,0,0
02/07/2024,10865.89595,1266908.576,0,0
03/07/2024,5854.49711,1430217.658,0,0
04/07/2024,6173.063168,1230415.663,0,0
05/07/2024,3137.098266,1309068.084,0,0
06/07/2024,6726.880925,2437382.201,0,0
07/07/2024,7894.469827,2843251.018,0,0
08/07/2024,5946.33526,1566005.977,0,0
09/07/2024,5606.947977,1458238.578,0,0
10/07/2024,6405.618497,1276612.482,0,0
11/07/2024,9537.190751,1310532.083,0,0
12/07/2024,5869.040462,1412383.26,0,0
13/07/2024,9154.476532,2615183.447,0,0
14/07/2024,8535.063584,2514539.535,0,0
15/07/2024,6133.089017,1809198.631,0,0
16/07/2024,8146.297803,1703679.767,0,0
17/07/2024,5091.921387,1291070.565,0,0
18/07/2024,5854.508671,1180188.005,0,0
19/07/2024,4597.109827,1142739.532,0,0
20/07/2024,4794.289017,2395920.377,0,0
21/07/2024,4707.884393,2563490.052,0,0
22/07/2024,8630.671214,1714217.529,0,0
23/07/2024,3411.988439,1609307.748,0,0
24/07/2024,3008.34104,1322922.707,0,0
25/07/2024,3719.945896,1410809.81,0,0
26/07/2024,2332.368555,1398962.618,0,0
27/07/2024,5525.433526,2405654.18,0,0
28/07/2024,6704.218266,2346070.087,0,0
29/07/2024,7095.018728,1509338.418,0,0
30/07/2024,1590.828902,1361235.13,0,0
31/07/2024,7234.104046,1171018.061,0,0
01/08/2024,5461.035838,1268063.591,0,0
02/08/2024,2527.452023,1308742.122,0,0
03/08/2024,7562.926243,2295087.516,0,0
04/08/2024,6606.936416,2663824.417,0,0
05/08/2024,5350.596069,1879136.778,0,0
06/08/2024,2713.317919,1631267.653,0,0
07/08/2024,2981.445087,1483757.064,0,0
08/08/2024,4300.62659,1661431.365,0,0
09/08/2024,6819.566358,1546321.551,0,0
10/08/2024,1944.138728,2548281.792,0,0
11/08/2024,3844.751445,2358965.982,0,0
12/08/2024,6555.640231,1641000.415,0,0
13/08/2024,1679.595376,1388694.563,0,0
14/08/2024,5387.958844,1608447.857,0,0
15/08/2024,11442.08809,1818954.301,0,0
16/08/2024,2229.421965,1757035.425,0,0
17/08/2024,10440.15399,2986830.154,0,0
18/08/2024,10276.12139,3303327.808,0,0
19/08/2024,6245.307746,2467526.444,0,0
20/08/2024,9311.503353,2196130.722,0,0
21/08/2024,6834.283006,2200521.671,0,0
22/08/2024,6781.213873,2014883.189,0,0
23/08/2024,4028.763006,2436995.96,0,0
24/08/2024,10278.41618,4354035.494,0,0
25/08/2024,11388.32509,4379617.518,0,0
26/08/2024,17474.28971,6297865.749,0,0
27/08/2024,5605.208092,3495285.358,0,0
28/08/2024,9077.903353,3559045.41,0,0
29/08/2024,8453.156069,1444302.451,0,0
30/08/2024,5061.849711,1590790.983,0,0
31/08/2024,11199.68925,2603389.102,0,0
01/09/2024,6859.116763,3135621.114,0,0
02/09/2024,5875.818035,2523475.773,0,0
03/09/2024,12261.35214,2351022.214,0,0
04/09/2024,5721.330173,1263927.434,0,0
05/09/2024,5991.296879,1343664.219,0,0
06/09/2024,3627.242775,1382960.523,0,0
07/09/2024,15390.11145,2859537.038,0,0
08/09/2024,8227.051329,3321259.993,0,0
09/09/2024,5099.965318,1940172.058,0,0
10/09/2024,6622.813873,1604738.823,0,0
11/09/2024,4905.364162,1599116.48,0,0
12/09/2024,5741.236994,1549259.092,0,0
13/09/2024,1227.485549,1733443.555,0,0
14/09/2024,8751.275376,3177959.261,0,0
15/09/2024,7171.32948,3418746.49,0,0
16/09/2024,3902.803468,1874836.454,0,0
17/09/2024,5298.265896,1519593.017,0,0
18/09/2024,2137.393526,1621682.233,0,0
19/09/2024,8012.861272,1701384.01,0,0
20/09/2024,7654.221503,2020221.359,0,0
21/09/2024,10344.96879,3860936.885,0,0
22/09/2024,14874.43931,4577508.284,0,0
23/09/2024,7240.231214,2656341.214,0,0
24/09/2024,9045.572254,2365777.269,0,0
25/09/2024,11090.05318,2078615.779,0,0
26/09/2024,5589.526012,1916505.306,0,0
27/09/2024,6389.82659,2286665.949,0,0
28/09/2024,9880.228671,4348431.867,0,0
29/09/2024,15887.73202,5020457.26,0,0
30/09/2024,7177.791908,3446615.069,0,0
01/10/2024,11481.78035,3143025.836,0,0
02/10/2024,6163.803468,1777938.058,0,0
03/10/2024,5163.283237,1742300.662,0,0
04/10/2024,5081.50289,1956160.534,0,0
05/10/2024,5554.589595,3937580.659,0,0
06/10/2024,7516.339422,4532176.997,0,0
07/10/2024,9512.97896,2740179.583,0,0
08/10/2024,2256.971098,1965543.842,0,0
09/10/2024,6378.763006,1670568.476,0,0
10/10/2024,6769.71052,1568556.532,0,0
11/10/2024,3959.885549,1765070.561,0,0
12/10/2024,11015.15098,4000550.708,0,0
13/10/2024,12440.94705,4065697.179,0,0
14/10/2024,6615.138035,2354422.994,0,0
15/10/2024,11383.34012,2176570.117,0,0
16/10/2024,5446.144509,1579395.191,0,0
17/10/2024,8223.723468,1442610.643,0,0
18/10/2024,2346.242775,1691474.332,0,0
19/10/2024,5890.22289,3362542.373,0,0
20/10/2024,9272.150289,3786944.239,0,0
21/10/2024,9413.872832,2277759.175,0,0
22/10/2024,7380.16185,2012546.433,0,0
23/10/2024,8309.516301,1585838.349,0,0
24/10/2024,8854.682081,1663882.107,0,0
25/10/2024,10695.96763,1739334.771,0,0
26/10/2024,13116.7052,3414426.874,0,0
27/10/2024,9678.113757,3665093.514,0,0
28/10/2024,10748.84254,2558375.117,0,0
29/10/2024,15818.31029,2204217.878,0,0
30/10/2024,12448.05642,1781646.747,0,0
31/10/2024,3391.06474,1704819.448,0,0
01/11/2024,10481.80347,2153291.294,0,0
02/11/2024,7509.757225,3653377.78,0,0
03/11/2024,6973.34104,3899559.783,0,0
04/11/2024,11031.07214,2459448.303,0,0
05/11/2024,5442.196532,2016941.676,0,0
06/11/2024,8946.89526,1840882.233,0,0
07/11/2024,5407.22474,1689781.592,0,0
08/11/2024,6754.890173,1951189.133,0,0
09/11/2024,10540.71676,3730079.585,0,0
10/11/2024,11545.32277,4115862.352,0,0
11/11/2024,7023.277457,2547606.497,0,0
12/11/2024,9238.535029,1887223.121,0,0
13/11/2024,8384.381503,1405230.723,0,0
14/11/2024,5160.246243,1454276.476,0,0
15/11/2024,7083.451098,1627717.886,0,0
16/11/2024,13779.56428,3155377.162,0,0
17/11/2024,10095.60694,3391968.495,0,0
18/11/2024,12374.35838,2237063.08,0,0
19/11/2024,8800.583584,1840817.515,0,0
20/11/2024,7098.242775,1661738.428,0,0
21/11/2024,5619.537572,1544497.339,0,0
22/11/2024,13038.83792,1926062.419,0,0
23/11/2024,19990.75006,3065573.998,0,0
24/11/2024,16202.32855,3348395.021,0,0
25/11/2024,12081.09017,2035390.693,0,0
26/11/2024,10719.07977,1630770.032,0,0
27/11/2024,13156.41329,1649688.646,0,0
28/11/2024,9558.614104,1489498.607,0,0
29/11/2024,11956.52682,2236184.919,0,0
30/11/2024,14169.12069,3073699.605,0,0
01/12/2024,15909.85861,3252963.437,0,0
02/12/2024,10035.08671,2190592.505,0,0
03/12/2024,15657.31191,1990642.501,0,0
04/12/2024,11057.44855,2087194.178,0,0
05/12/2024,3341.17341,640315.6422,0,0
06/12/2024,425.7572254,894530.9677,0,0
07/12/2024,3592.011561,1277728.064,0,0
08/12/2024,3712.145202,1350809.024,0,0
09/12/2024,2763.416185,892834.4104,0,0
10/12/2024,568.8208092,696008.3151,0,0
11/12/2024,6968.416185,674499.4236,0,0
12/12/2024,1442.150289,638715.6161,0,0
13/12/2024,4311.497341,643641.3239,0,0
14/12/2024,5214.971098,947964.8035,0,0
15/12/2024,4626.734104,976595.1503,0,0
16/12/2024,745.2485549,697445.4205,0,0
17/12/2024,1527.641618,612076.0841,0,0
18/12/2024,1173.326243,492429.4758,0,0
19/12/2024,2659.075145,1008946.189,0,0
20/12/2024,4561.930636,850833.3353,0,0
21/12/2024,6463.073757,1346734.981,0,0
22/12/2024,4035.780347,1320190.161,0,0
23/12/2024,5133.415491,439026.9364,0,0
24/12/2024,0,0,0,0
25/12/2024,1684.716763,0,0,0
26/12/2024,17914.62798,0,0,0
27/12/2024,9387.466127,0,0,0
28/12/2024,15292.64509,0,0,0
29/12/2024,13747.51445,0,0,0
30/12/2024,13513.38994,0,0,0
31/12/2024,8178.086705,0,0,0
01/01/2025,14276.87514,0,0,0
02/01/2025,10723.3526,0,0,0
03/01/2025,12472.99815,0,0,0
04/01/2025,11977.31792,0,0,0
05/01/2025,14974.85549,0,0,0
06/01/2025,8310.887168,0,0,0
07/01/2025,10279.37717,0,0,0
08/01/2025,13432.34451,0,0,0
09/01/2025,5923.260116,0,0,0
10/01/2025,10563.78035,0,0,0
11/01/2025,8099.421965,0,0,0
12/01/2025,12224.86335,0,0,0
13/01/2025,7881.286474,0,0,0
14/01/2025,11241.15815,0,0,0
15/01/2025,14482.67607,0,0,0
16/01/2025,4282.820809,0,0,0
17/01/2025,9267.018035,0,0,0
18/01/2025,5445.31052,0,0,0
19/01/2025,19908.75098,0,0,0
20/01/2025,5305.768786,0,0,0
21/01/2025,7572.641618,0,0,0
22/01/2025,6035.098266,0,0,0
23/01/2025,4356.508671,0,0,0
24/01/2025,8063.583815,0,0,0
25/01/2025,13022.83491,0,0,0
26/01/2025,15154.31214,0,0,0
27/01/2025,3936.880925,0,0,0
28/01/2025,4889.595376,0,0,0
29/01/2025,6592.661156,0,0,0
30/01/2025,3476.445087,0,0,0
31/01/2025,5612.930289,0,0,0
01/02/2025,11879.01572,0,0,0
02/02/2025,12556.13873,0,0,0
03/02/2025,9198.728324,0,0,0
04/02/2025,8935.553757,0,0,0
05/02/2025,7302.657572,0,0,0
06/02/2025,10322.30509,0,0,0
07/02/2025,7390.393064,0,0,0
08/02/2025,8657.889711,0,0,0
09/02/2025,5653.300578,0,0,0
10/02/2025,11409.47977,0,0,0
